,picture_name,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34,cluster_35,cluster_36,cluster_37,cluster_38,cluster_39,cluster_40,cluster_41,cluster_42,cluster_43,cluster_44,cluster_45,cluster_46,cluster_47,cluster_48,cluster_49,cluster_50,cluster_51,cluster_52,cluster_53,cluster_54,cluster_55,cluster_56,cluster_57,cluster_58,cluster_59,cluster_60,cluster_61,cluster_62,cluster_63,cluster_64,cluster_65,cluster_66,cluster_67,cluster_68,cluster_69,cluster_70,cluster_71,cluster_72,cluster_73,cluster_74,cluster_75,cluster_76,cluster_77,cluster_78,cluster_79,cluster_80,cluster_81,cluster_82,cluster_83,cluster_84,cluster_85,cluster_86,cluster_87,cluster_88,cluster_89,cluster_90,cluster_91,cluster_92,cluster_93,cluster_94,cluster_95,cluster_96,cluster_97,cluster_98,cluster_99,material
40,cardboard158.jpg,0.0,10.0,9.0,6.0,4.0,5.0,10.0,7.0,7.0,2.0,8.0,7.0,4.0,6.0,4.0,6.0,2.0,2.0,1.0,5.0,1.0,2.0,6.0,1.0,6.0,0.0,6.0,1.0,0.0,6.0,6.0,5.0,1.0,9.0,7.0,17.0,3.0,6.0,1.0,3.0,3.0,3.0,7.0,7.0,3.0,8.0,5.0,1.0,7.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
41,cardboard159.jpg,0.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
42,cardboard16.jpg,1.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,6.0,0.0,3.0,4.0,0.0,1.0,3.0,0.0,18.0,4.0,4.0,2.0,2.0,1.0,0.0,21.0,0.0,5.0,1.0,4.0,3.0,1.0,10.0,4.0,1.0,0.0,2.0,0.0,4.0,5.0,8.0,8.0,0.0,9.0,1.0,1.0,9.0,3.0,5.0,1.0,8.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
43,cardboard160.jpg,8.0,0.0,1.0,2.0,4.0,1.0,1.0,4.0,0.0,7.0,1.0,4.0,0.0,3.0,2.0,2.0,3.0,17.0,9.0,4.0,2.0,0.0,0.0,9.0,4.0,13.0,13.0,9.0,5.0,8.0,5.0,15.0,6.0,0.0,3.0,0.0,6.0,10.0,3.0,9.0,2.0,8.0,15.0,0.0,6.0,5.0,2.0,5.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
44,cardboard161.jpg,3.0,2.0,2.0,9.0,6.0,1.0,1.0,7.0,1.0,5.0,2.0,6.0,5.0,7.0,6.0,3.0,1.0,6.0,6.0,3.0,4.0,8.0,1.0,7.0,3.0,1.0,4.0,5.0,1.0,11.0,7.0,8.0,6.0,1.0,13.0,0.0,9.0,10.0,8.0,6.0,4.0,8.0,10.0,0.0,4.0,7.0,9.0,4.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
45,cardboard162.jpg,0.0,2.0,7.0,7.0,8.0,0.0,2.0,9.0,1.0,3.0,4.0,3.0,2.0,2.0,6.0,5.0,2.0,8.0,4.0,10.0,4.0,0.0,0.0,5.0,2.0,2.0,10.0,5.0,12.0,5.0,5.0,17.0,4.0,0.0,8.0,0.0,2.0,8.0,4.0,11.0,0.0,6.0,14.0,5.0,8.0,8.0,7.0,10.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
46,cardboard163.jpg,2.0,0.0,0.0,7.0,8.0,2.0,1.0,3.0,6.0,12.0,7.0,4.0,3.0,8.0,7.0,4.0,1.0,5.0,17.0,5.0,1.0,2.0,5.0,9.0,3.0,11.0,3.0,3.0,0.0,5.0,4.0,10.0,1.0,0.0,6.0,3.0,9.0,12.0,3.0,7.0,3.0,6.0,14.0,1.0,6.0,5.0,5.0,8.0,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
47,cardboard164.jpg,14.0,1.0,0.0,3.0,2.0,0.0,6.0,2.0,1.0,7.0,1.0,2.0,0.0,5.0,1.0,3.0,3.0,6.0,3.0,2.0,2.0,1.0,2.0,7.0,8.0,3.0,0.0,2.0,3.0,7.0,4.0,3.0,5.0,0.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,0.0,0.0,3.0,5.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
48,cardboard165.jpg,7.0,1.0,2.0,3.0,1.0,0.0,15.0,4.0,3.0,6.0,3.0,3.0,4.0,4.0,6.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,1.0,12.0,0.0,7.0,4.0,3.0,3.0,0.0,6.0,6.0,5.0,2.0,3.0,4.0,0.0,6.0,8.0,6.0,2.0,5.0,9.0,4.0,2.0,6.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
49,cardboard167.jpg,3.0,6.0,6.0,6.0,2.0,4.0,2.0,9.0,4.0,8.0,8.0,4.0,5.0,2.0,7.0,10.0,5.0,4.0,7.0,11.0,8.0,2.0,7.0,2.0,9.0,1.0,13.0,4.0,4.0,4.0,6.0,1.0,4.0,3.0,6.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,11.0,11.0,3.0,3.0,3.0,3.0,5.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
50,cardboard168.jpg,5.0,0.0,3.0,8.0,2.0,2.0,4.0,6.0,7.0,4.0,5.0,3.0,5.0,4.0,11.0,3.0,4.0,13.0,5.0,5.0,5.0,5.0,0.0,3.0,2.0,2.0,7.0,9.0,5.0,5.0,6.0,8.0,2.0,4.0,6.0,3.0,6.0,4.0,4.0,7.0,7.0,4.0,1.0,2.0,2.0,4.0,5.0,6.0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
51,cardboard169.jpg,2.0,4.0,5.0,2.0,15.0,0.0,4.0,6.0,5.0,3.0,5.0,2.0,0.0,5.0,10.0,2.0,4.0,5.0,7.0,4.0,1.0,5.0,3.0,11.0,1.0,11.0,2.0,3.0,0.0,8.0,6.0,4.0,8.0,1.0,5.0,3.0,9.0,7.0,6.0,5.0,1.0,0.0,7.0,1.0,10.0,9.0,4.0,6.0,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
52,cardboard170.jpg,7.0,1.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,3.0,1.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,5.0,6.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
53,cardboard171.jpg,14.0,0.0,0.0,0.0,5.0,1.0,2.0,4.0,1.0,1.0,2.0,0.0,1.0,5.0,7.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,15.0,1.0,7.0,2.0,10.0,4.0,6.0,1.0,0.0,0.0,0.0,2.0,11.0,0.0,5.0,1.0,0.0,11.0,2.0,8.0,6.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
54,cardboard172.jpg,21.0,0.0,0.0,2.0,2.0,2.0,15.0,0.0,11.0,3.0,2.0,5.0,0.0,1.0,2.0,0.0,1.0,3.0,9.0,5.0,0.0,0.0,2.0,2.0,5.0,16.0,1.0,2.0,7.0,2.0,2.0,8.0,1.0,0.0,2.0,0.0,0.0,18.0,0.0,13.0,0.0,12.0,5.0,0.0,13.0,4.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
55,cardboard173.jpg,12.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,27.0,0.0,9.0,8.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,4.0,10.0,0.0,7.0,2.0,4.0,2.0,1.0,19.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
56,cardboard174.jpg,5.0,2.0,5.0,0.0,1.0,0.0,16.0,0.0,4.0,6.0,1.0,6.0,0.0,5.0,4.0,0.0,1.0,2.0,13.0,8.0,0.0,0.0,1.0,9.0,5.0,15.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,7.0,5.0,7.0,1.0,5.0,0.0,7.0,4.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
57,cardboard176.jpg,4.0,8.0,7.0,8.0,2.0,3.0,3.0,7.0,5.0,5.0,2.0,7.0,2.0,4.0,1.0,8.0,8.0,14.0,6.0,4.0,4.0,6.0,12.0,0.0,2.0,3.0,5.0,8.0,8.0,7.0,1.0,2.0,6.0,6.0,8.0,4.0,9.0,6.0,5.0,1.0,1.0,5.0,3.0,6.0,5.0,10.0,6.0,4.0,9.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
58,cardboard177.jpg,1.0,5.0,6.0,4.0,10.0,5.0,0.0,2.0,9.0,10.0,13.0,1.0,4.0,6.0,1.0,9.0,4.0,3.0,2.0,2.0,5.0,4.0,10.0,6.0,3.0,4.0,8.0,4.0,4.0,7.0,4.0,3.0,5.0,10.0,3.0,5.0,5.0,5.0,8.0,5.0,9.0,3.0,1.0,10.0,9.0,3.0,9.0,2.0,8.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
59,cardboard178.jpg,4.0,4.0,1.0,10.0,6.0,5.0,2.0,8.0,12.0,5.0,7.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,6.0,4.0,0.0,3.0,10.0,6.0,1.0,3.0,3.0,1.0,4.0,0.0,5.0,4.0,4.0,9.0,2.0,3.0,2.0,10.0,15.0,4.0,9.0,5.0,4.0,2.0,7.0,4.0,6.0,4.0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
60,cardboard179.jpg,1.0,6.0,4.0,5.0,14.0,11.0,1.0,4.0,17.0,10.0,8.0,3.0,7.0,1.0,2.0,6.0,0.0,2.0,6.0,3.0,4.0,4.0,8.0,3.0,1.0,2.0,9.0,3.0,5.0,2.0,4.0,2.0,7.0,6.0,1.0,8.0,5.0,1.0,8.0,5.0,15.0,2.0,0.0,23.0,5.0,1.0,6.0,3.0,5.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
61,cardboard18.jpg,10.0,1.0,2.0,2.0,1.0,1.0,7.0,2.0,0.0,7.0,3.0,5.0,1.0,4.0,8.0,0.0,3.0,5.0,5.0,6.0,0.0,0.0,1.0,11.0,3.0,16.0,6.0,2.0,6.0,5.0,11.0,7.0,1.0,0.0,0.0,0.0,5.0,6.0,0.0,5.0,0.0,8.0,8.0,1.0,16.0,5.0,3.0,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
62,cardboard180.jpg,11.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,2.0,1.0,6.0,0.0,1.0,2.0,0.0,8.0,9.0,3.0,0.0,2.0,0.0,0.0,6.0,2.0,13.0,1.0,5.0,1.0,0.0,11.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,7.0,0.0,5.0,4.0,2.0,10.0,7.0,3.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
63,cardboard182.jpg,4.0,0.0,0.0,4.0,6.0,3.0,1.0,3.0,3.0,6.0,5.0,1.0,0.0,0.0,11.0,3.0,2.0,2.0,7.0,8.0,2.0,0.0,1.0,4.0,1.0,35.0,5.0,7.0,12.0,5.0,11.0,19.0,13.0,1.0,5.0,0.0,5.0,31.0,0.0,3.0,0.0,4.0,10.0,1.0,11.0,3.0,3.0,5.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
64,cardboard183.jpg,0.0,0.0,0.0,8.0,6.0,1.0,8.0,2.0,2.0,2.0,0.0,6.0,3.0,0.0,6.0,0.0,1.0,3.0,5.0,1.0,3.0,2.0,1.0,4.0,3.0,5.0,1.0,2.0,3.0,4.0,1.0,3.0,7.0,0.0,3.0,0.0,7.0,15.0,1.0,2.0,0.0,6.0,13.0,0.0,14.0,3.0,2.0,0.0,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
65,cardboard184.jpg,0.0,0.0,0.0,1.0,10.0,0.0,11.0,0.0,1.0,16.0,0.0,13.0,0.0,1.0,2.0,0.0,2.0,6.0,16.0,4.0,2.0,1.0,0.0,3.0,15.0,10.0,3.0,7.0,6.0,0.0,4.0,3.0,7.0,0.0,6.0,0.0,0.0,10.0,1.0,12.0,2.0,1.0,10.0,1.0,7.0,1.0,2.0,2.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
66,cardboard185.jpg,5.0,0.0,1.0,3.0,7.0,4.0,0.0,4.0,0.0,1.0,4.0,1.0,0.0,3.0,10.0,3.0,4.0,6.0,9.0,8.0,2.0,0.0,1.0,7.0,5.0,34.0,5.0,4.0,6.0,6.0,7.0,13.0,13.0,0.0,7.0,0.0,11.0,25.0,1.0,6.0,0.0,3.0,16.0,1.0,9.0,2.0,4.0,5.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
67,cardboard186.jpg,9.0,1.0,0.0,1.0,7.0,0.0,16.0,1.0,7.0,4.0,2.0,2.0,1.0,7.0,3.0,0.0,0.0,2.0,7.0,4.0,11.0,1.0,1.0,10.0,0.0,4.0,2.0,6.0,1.0,1.0,3.0,3.0,2.0,6.0,7.0,0.0,0.0,3.0,3.0,4.0,3.0,0.0,1.0,7.0,0.0,5.0,7.0,1.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
68,cardboard187.jpg,1.0,2.0,0.0,4.0,3.0,2.0,4.0,0.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,6.0,6.0,1.0,4.0,3.0,1.0,1.0,4.0,28.0,6.0,3.0,9.0,2.0,2.0,5.0,6.0,1.0,2.0,2.0,6.0,2.0,0.0,2.0,6.0,7.0,4.0,0.0,7.0,5.0,13.0,2.0,4.0,3.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
69,cardboard188.jpg,15.0,1.0,1.0,0.0,0.0,0.0,14.0,1.0,2.0,3.0,2.0,3.0,0.0,2.0,2.0,0.0,1.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,3.0,1.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,2.0,4.0,0.0,4.0,0.0,4.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
70,cardboard189.jpg,5.0,8.0,2.0,4.0,1.0,5.0,1.0,6.0,4.0,3.0,7.0,2.0,3.0,5.0,1.0,9.0,0.0,2.0,5.0,0.0,8.0,9.0,8.0,10.0,1.0,0.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,14.0,4.0,21.0,1.0,0.0,14.0,2.0,25.0,0.0,4.0,5.0,0.0,1.0,0.0,1.0,8.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
71,cardboard19.jpg,4.0,2.0,0.0,2.0,9.0,2.0,12.0,3.0,0.0,6.0,3.0,0.0,5.0,1.0,6.0,3.0,9.0,1.0,2.0,0.0,10.0,1.0,2.0,9.0,11.0,14.0,1.0,5.0,4.0,2.0,2.0,11.0,1.0,2.0,14.0,0.0,4.0,12.0,1.0,3.0,0.0,2.0,29.0,0.0,7.0,0.0,2.0,5.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
72,cardboard191.jpg,3.0,6.0,2.0,8.0,0.0,3.0,3.0,7.0,8.0,14.0,5.0,3.0,4.0,3.0,3.0,15.0,3.0,6.0,8.0,6.0,7.0,6.0,5.0,0.0,5.0,3.0,1.0,5.0,10.0,6.0,0.0,2.0,0.0,3.0,3.0,4.0,1.0,1.0,10.0,8.0,14.0,2.0,1.0,4.0,11.0,4.0,10.0,3.0,11.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
73,cardboard192.jpg,2.0,2.0,0.0,4.0,5.0,2.0,4.0,6.0,3.0,2.0,1.0,5.0,0.0,4.0,6.0,1.0,7.0,3.0,14.0,2.0,0.0,1.0,4.0,14.0,4.0,7.0,7.0,2.0,5.0,8.0,7.0,10.0,7.0,1.0,8.0,0.0,20.0,8.0,0.0,6.0,1.0,8.0,17.0,1.0,10.0,6.0,2.0,9.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
74,cardboard193.jpg,9.0,1.0,2.0,6.0,12.0,6.0,1.0,4.0,5.0,1.0,3.0,9.0,4.0,4.0,0.0,3.0,0.0,1.0,6.0,1.0,2.0,4.0,0.0,7.0,1.0,12.0,2.0,8.0,5.0,3.0,6.0,6.0,4.0,3.0,7.0,2.0,5.0,8.0,3.0,9.0,6.0,7.0,5.0,2.0,16.0,6.0,1.0,4.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
75,cardboard195.jpg,20.0,6.0,2.0,3.0,5.0,7.0,4.0,5.0,10.0,8.0,1.0,3.0,4.0,3.0,3.0,7.0,10.0,1.0,5.0,3.0,3.0,5.0,5.0,10.0,2.0,2.0,3.0,2.0,5.0,3.0,4.0,0.0,5.0,10.0,8.0,9.0,7.0,2.0,6.0,4.0,6.0,2.0,12.0,4.0,2.0,7.0,5.0,3.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
76,cardboard196.jpg,5.0,2.0,0.0,2.0,7.0,5.0,4.0,2.0,7.0,4.0,6.0,3.0,4.0,18.0,2.0,5.0,4.0,5.0,14.0,1.0,0.0,1.0,4.0,8.0,2.0,6.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,9.0,5.0,2.0,8.0,1.0,1.0,2.0,0.0,27.0,1.0,5.0,6.0,1.0,3.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
77,cardboard197.jpg,10.0,2.0,3.0,0.0,6.0,1.0,8.0,1.0,3.0,2.0,6.0,3.0,3.0,8.0,2.0,5.0,7.0,1.0,1.0,5.0,1.0,2.0,3.0,4.0,1.0,13.0,4.0,8.0,4.0,1.0,0.0,6.0,3.0,3.0,9.0,3.0,4.0,5.0,9.0,5.0,1.0,1.0,10.0,2.0,2.0,5.0,6.0,0.0,6.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
78,cardboard198.jpg,8.0,3.0,2.0,3.0,9.0,3.0,10.0,3.0,5.0,8.0,8.0,11.0,4.0,6.0,0.0,7.0,9.0,6.0,5.0,4.0,6.0,2.0,5.0,6.0,7.0,11.0,7.0,7.0,5.0,5.0,6.0,9.0,4.0,7.0,1.0,0.0,3.0,4.0,1.0,5.0,7.0,3.0,12.0,3.0,25.0,1.0,2.0,3.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
79,cardboard199.jpg,11.0,3.0,2.0,3.0,1.0,0.0,8.0,1.0,6.0,3.0,2.0,0.0,2.0,12.0,2.0,1.0,9.0,1.0,10.0,2.0,0.0,3.0,3.0,6.0,1.0,1.0,0.0,2.0,2.0,4.0,2.0,2.0,5.0,12.0,2.0,1.0,2.0,10.0,3.0,12.0,6.0,3.0,20.0,0.0,23.0,2.0,1.0,5.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
80,cardboard200.jpg,3.0,6.0,0.0,6.0,3.0,0.0,11.0,1.0,2.0,3.0,1.0,10.0,5.0,7.0,2.0,1.0,1.0,5.0,8.0,4.0,0.0,8.0,2.0,9.0,1.0,9.0,13.0,7.0,4.0,1.0,0.0,2.0,8.0,7.0,0.0,3.0,0.0,4.0,4.0,6.0,1.0,6.0,4.0,0.0,3.0,1.0,3.0,4.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
81,cardboard201.jpg,37.0,0.0,1.0,4.0,2.0,2.0,21.0,0.0,2.0,3.0,4.0,6.0,3.0,5.0,8.0,0.0,3.0,3.0,7.0,6.0,2.0,2.0,3.0,5.0,2.0,15.0,2.0,23.0,2.0,3.0,5.0,6.0,2.0,3.0,1.0,1.0,7.0,1.0,6.0,3.0,1.0,3.0,5.0,4.0,3.0,3.0,1.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cardboard
